AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-0000,Community and Social Service Occupations,major,250,35.6,,,0.04,~,19.17,"39,880",7.7,14.78,17.88,17.94,18.35,23.43,"30,730","37,190","37,310","38,170","48,730",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,250,35.6,,,0.04,~,19.17,"39,880",7.7,14.78,17.88,17.94,18.35,23.43,"30,730","37,190","37,310","38,170","48,730",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-1020,Social Workers,broad,90,24.4,,,0.01,~,18.62,"38,740",8.1,14.76,15.06,17.89,19.15,23.43,"30,700","31,320","37,200","39,840","48,730",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-1022,Healthcare Social Workers,detailed,90,24.4,,,0.01,~,18.62,"38,740",8.1,14.76,15.06,17.89,19.15,23.43,"30,700","31,320","37,200","39,840","48,730",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-1090,Miscellaneous Community and Social Service Specialists,broad,**,**,,,**,**,19.46,"40,480",26.5,16.11,17.94,17.94,17.94,23.90,"33,510","37,310","37,310","37,310","49,710",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,21-1091,Health Education Specialists,detailed,**,**,,,**,**,19.04,"39,600",24.0,16.00,17.94,17.94,17.94,17.95,"33,280","37,310","37,310","37,310","37,330",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,**,**,,,**,**,27.80,"57,820",13.7,13.52,14.88,23.44,27.42,75.15,"28,130","30,960","48,740","57,030","156,310",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1000,Art and Design Workers,minor,240,27.6,,,0.04,~,29.36,"61,070",9.2,11.57,14.25,23.51,27.42,78.26,"24,070","29,650","48,900","57,030","162,770",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1010,Artists and Related Workers,broad,**,**,,,**,**,80.28,"166,990",0.2,78.23,78.26,78.26,78.33,#,"162,710","162,770","162,770","162,920",#,,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1011,Art Directors,detailed,**,**,,,**,**,80.28,"166,990",0.2,78.23,78.26,78.26,78.33,#,"162,710","162,770","162,770","162,920",#,,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1020,Designers,broad,200,32.6,,,0.03,~,20.08,"41,760",7.2,11.18,14.17,21.53,23.51,27.42,"23,260","29,480","44,780","48,900","57,030",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1024,Graphic Designers,detailed,**,**,,,**,**,22.71,"47,230",12.0,22.34,23.51,23.51,23.51,23.51,"46,460","48,900","48,900","48,900","48,900",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-1026,Merchandise Displayers and Window Trimmers,detailed,50,48.2,,,0.01,~,19.59,"40,750",11.3,13.52,13.95,18.19,19.21,29.01,"28,120","29,020","37,840","39,950","60,350",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-3000,Media and Communication Workers,minor,**,**,,,**,**,25.37,"52,780",27.4,14.88,14.88,18.93,24.06,46.03,"30,960","30,960","39,380","50,040","95,740",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-3030,Public Relations Specialists,broad,**,**,,,**,**,25.66,"53,370",29.9,14.88,14.88,18.93,24.06,47.15,"30,960","30,960","39,380","50,040","98,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,27-3031,Public Relations Specialists,detailed,**,**,,,**,**,25.66,"53,370",29.9,14.88,14.88,18.93,24.06,47.15,"30,960","30,960","39,380","50,040","98,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-0000,Healthcare Practitioners and Technical Occupations,major,"345,300",0.9,,,50.70,99,31.69,"65,910",1.1,13.86,14.27,18.03,58.76,62.78,"28,820","29,680","37,510","122,220","130,580",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1000,Healthcare Diagnosing or Treating Practitioners,minor,"127,930",2.3,,,18.78,93,56.73,"118,000",0.7,23.19,48.88,61.41,63.02,76.67,"48,230","101,680","127,720","131,080","159,480",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1030,Dietitians and Nutritionists,broad,110,23.8,,,0.02,~,38.91,"80,930",7.2,18.09,28.90,39.55,49.79,50.43,"37,620","60,110","82,270","103,560","104,900",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1031,Dietitians and Nutritionists,detailed,110,23.8,,,0.02,~,38.91,"80,930",7.2,18.09,28.90,39.55,49.79,50.43,"37,620","60,110","82,270","103,560","104,900",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1050,Pharmacists,broad,"125,610",2.4,,,18.44,93,57.05,"118,660",0.7,23.19,49.10,61.45,63.02,76.78,"48,240","102,140","127,820","131,080","159,700",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1051,Pharmacists,detailed,"125,610",2.4,,,18.44,93,57.05,"118,660",0.7,23.19,49.10,61.45,63.02,76.78,"48,240","102,140","127,820","131,080","159,700",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1120,Therapists,broad,170,30.1,,,0.02,~,29.75,"61,890",4.9,19.67,28.24,29.56,36.06,36.06,"40,910","58,740","61,480","75,000","75,000",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1126,Respiratory Therapists,detailed,160,30.4,,,0.02,~,29.82,"62,020",4.9,19.67,28.24,29.56,36.06,36.06,"40,910","58,740","61,480","75,000","75,000",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1140,Registered Nurses,broad,"1,610",21.6,,,0.24,2,37.58,"78,160",2.5,24.72,34.73,37.53,45.78,47.80,"51,410","72,240","78,060","95,220","99,410",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1141,Registered Nurses,detailed,"1,610",21.6,,,0.24,2,37.58,"78,160",2.5,24.72,34.73,37.53,45.78,47.80,"51,410","72,240","78,060","95,220","99,410",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1170,Nurse Practitioners,broad,300,39.9,,,0.04,~,62.08,"129,130",13.3,43.13,55.21,61.39,78.54,78.54,"89,720","114,830","127,690","163,360","163,360",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-1171,Nurse Practitioners,detailed,300,39.9,,,0.04,~,62.08,"129,130",13.3,43.13,55.21,61.39,78.54,78.54,"89,720","114,830","127,690","163,360","163,360",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2000,Health Technologists and Technicians,minor,"217,050",1.1,,,31.87,90,16.95,"35,250",0.4,13.60,14.05,17.29,17.99,22.45,"28,290","29,210","35,950","37,410","46,700",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2050,Health Practitioner Support Technologists and Technicians,broad,"216,690",1.1,,,31.82,90,16.94,"35,240",0.4,13.60,14.04,17.28,17.98,22.45,"28,290","29,210","35,940","37,400","46,690",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2052,Pharmacy Technicians,detailed,"216,670",1.1,,,31.82,90,16.94,"35,230",0.4,13.60,14.04,17.28,17.98,22.45,"28,290","29,210","35,940","37,400","46,690",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,70,39.8,,,0.01,~,32.22,"67,010",3.1,28.42,28.70,28.96,36.80,36.81,"59,100","59,700","60,250","76,550","76,560",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,70,39.8,,,0.01,~,32.22,"67,010",3.1,28.42,28.70,28.96,36.80,36.81,"59,100","59,700","60,250","76,550","76,560",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2070,Medical Records Specialists,broad,150,24.0,,,0.02,~,18.49,"38,460",5.0,14.15,14.42,17.76,21.21,25.90,"29,430","29,990","36,930","44,110","53,880",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2072,Medical Records Specialists,detailed,150,24.0,,,0.02,~,18.49,"38,460",5.0,14.15,14.42,17.76,21.21,25.90,"29,430","29,990","36,930","44,110","53,880",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2090,Miscellaneous Health Technologists and Technicians,broad,**,**,,,**,**,20.65,"42,950",4.6,17.53,17.73,22.45,22.45,23.12,"36,460","36,880","46,700","46,700","48,100",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-2099,"Health Technologists and Technicians, All Other",detailed,**,**,,,**,**,20.72,"43,090",5.3,17.53,17.73,22.45,22.45,23.12,"36,460","36,880","46,700","46,700","48,100",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,320,48.5,,,0.05,~,19.62,"40,820",20.1,14.36,17.80,17.80,20.95,23.30,"29,870","37,020","37,020","43,570","48,460",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,310,49.0,,,0.05,~,19.67,"40,910",26.4,14.36,17.80,17.80,21.52,23.30,"29,870","37,020","37,020","44,760","48,460",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,310,49.0,,,0.05,~,19.67,"40,910",26.4,14.36,17.80,17.80,21.52,23.30,"29,870","37,020","37,020","44,760","48,460",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-0000,Healthcare Support Occupations,major,"28,370",4.9,,,4.17,34,14.44,"30,040",1.1,10.90,11.43,14.10,17.06,18.15,"22,660","23,780","29,320","35,480","37,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,220,46.5,,,0.03,~,18.07,"37,580",6.0,13.52,14.18,17.68,18.03,22.28,"28,120","29,500","36,770","37,500","46,330",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-1120,Home Health and Personal Care Aides,broad,**,**,,,**,**,18.12,"37,690",10.3,13.14,14.01,17.68,17.68,22.28,"27,330","29,130","36,770","36,780","46,340",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-1120,Home Health and Personal Care Aides,detailed,**,**,,,**,**,18.12,"37,690",10.3,13.14,14.01,17.68,17.68,22.28,"27,330","29,130","36,770","36,780","46,340",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9000,Other Healthcare Support Occupations,minor,"28,150",5.0,,,4.13,34,14.42,"29,990",1.1,10.90,11.42,14.09,16.97,18.15,"22,660","23,750","29,310","35,300","37,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9090,Miscellaneous Healthcare Support Occupations,broad,"28,150",5.0,,,4.13,34,14.42,"29,990",1.1,10.90,11.42,14.09,16.97,18.15,"22,660","23,750","29,310","35,300","37,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9092,Medical Assistants,detailed,60,42.3,,,0.01,~,16.36,"34,020",3.7,14.00,14.34,15.46,18.37,18.83,"29,130","29,830","32,160","38,220","39,170",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9093,Medical Equipment Preparers,detailed,30,37.5,,,0.01,~,20.62,"42,890",6.6,14.47,17.85,18.99,22.82,28.89,"30,100","37,120","39,500","47,470","60,080",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9095,Pharmacy Aides,detailed,"27,840",5.0,,,4.09,34,14.39,"29,920",1.1,10.90,11.41,14.09,16.92,18.15,"22,660","23,740","29,300","35,190","37,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,31-9099,"Healthcare Support Workers, All Other",detailed,210,28.8,,,0.03,~,16.76,"34,860",5.8,11.23,13.39,16.84,19.69,21.51,"23,360","27,850","35,020","40,940","44,740",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-0000,Protective Service Occupations,major,"1,110",26.1,,,0.16,2,17.06,"35,490",6.0,14.01,14.96,17.04,17.94,18.85,"29,140","31,130","35,440","37,310","39,200",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-9000,Other Protective Service Workers,minor,"1,110",26.3,,,0.16,2,17.06,"35,490",5.7,14.01,14.96,17.07,17.94,18.85,"29,140","31,130","35,510","37,310","39,200",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-9030,Security Guards and Gambling Surveillance Officers,broad,**,**,,,**,**,17.65,"36,720",17.3,14.01,14.01,14.83,17.68,23.34,"29,140","29,140","30,850","36,780","48,540",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-9032,Security Guards,detailed,**,**,,,**,**,17.65,"36,720",17.3,14.01,14.01,14.83,17.68,23.34,"29,140","29,140","30,850","36,780","48,540",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-9090,Miscellaneous Protective Service Workers,broad,720,28.1,,,0.11,1,16.74,"34,810",2.9,14.96,14.97,17.23,17.98,18.09,"31,130","31,130","35,850","37,400","37,630",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,33-9099,"Protective Service Workers, All Other",detailed,720,28.1,,,0.11,1,16.74,"34,810",2.9,14.96,14.97,17.23,17.98,18.09,"31,130","31,130","35,850","37,400","37,630",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-0000,Food Preparation and Serving Related Occupations,major,850,18.0,,,0.13,1,11.94,"24,840",3.8,9.06,9.39,11.32,13.75,15.21,"18,840","19,520","23,550","28,610","31,640",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-2000,Cooks and Food Preparation Workers,minor,250,22.0,,,0.04,~,13.96,"29,030",5.0,9.54,11.89,13.88,16.62,18.34,"19,840","24,740","28,870","34,570","38,140",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-2010,Cooks,broad,130,23.8,,,0.02,~,14.83,"30,840",3.8,11.32,12.20,14.38,17.23,18.34,"23,550","25,370","29,910","35,840","38,150",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-2015,"Cooks, Short Order",detailed,100,27.0,,,0.02,~,13.93,"28,980",2.1,11.32,12.20,13.75,14.39,17.23,"23,550","25,370","28,610","29,920","35,840",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-2020,Food Preparation Workers,broad,120,42.2,,,0.02,~,12.97,"26,980",10.7,9.12,11.58,11.89,14.65,18.29,"18,980","24,080","24,740","30,480","38,030",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-2021,Food Preparation Workers,detailed,120,42.2,,,0.02,~,12.97,"26,980",10.7,9.12,11.58,11.89,14.65,18.29,"18,980","24,080","24,740","30,480","38,030",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-3000,Food and Beverage Serving Workers,minor,560,21.6,,,0.08,1,10.95,"22,770",3.9,9.01,9.06,10.72,11.79,14.16,"18,740","18,840","22,290","24,530","29,450",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-3020,Fast Food and Counter Workers,broad,480,23.4,,,0.07,1,11.02,"22,910",4.5,8.73,9.06,10.78,12.37,14.16,"18,160","18,840","22,410","25,720","29,450",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-3023,Fast Food and Counter Workers,detailed,480,23.4,,,0.07,1,11.02,"22,910",4.5,8.73,9.06,10.78,12.37,14.16,"18,160","18,840","22,410","25,720","29,450",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-3030,Waiters and Waitresses,broad,**,**,,,**,**,10.53,"21,900",2.5,9.08,9.50,10.63,11.17,11.79,"18,890","19,760","22,100","23,230","24,530",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,35-3031,Waiters and Waitresses,detailed,**,**,,,**,**,10.53,"21,900",2.5,9.08,9.50,10.63,11.17,11.79,"18,890","19,760","22,100","23,230","24,530",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,660,15.8,,,0.10,1,12.29,"25,560",4.4,8.46,9.57,11.87,14.29,14.70,"17,600","19,910","24,680","29,730","30,580",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,37-2000,Building Cleaning and Pest Control Workers,minor,640,15.5,,,0.09,1,12.31,"25,600",4.5,8.46,9.18,11.92,14.29,14.79,"17,600","19,100","24,790","29,730","30,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,37-2010,Building Cleaning Workers,broad,640,15.5,,,0.09,1,12.31,"25,600",4.5,8.46,9.18,11.92,14.29,14.79,"17,600","19,100","24,790","29,730","30,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,640,15.4,,,0.09,1,12.31,"25,600",4.4,8.46,9.18,11.92,14.29,14.79,"17,600","19,100","24,790","29,730","30,750",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-0000,Sales and Related Occupations,major,"218,540",1.7,,,32.09,74,14.69,"30,550",0.7,10.85,12.00,13.93,16.95,17.91,"22,570","24,960","28,980","35,250","37,260",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-1000,Supervisors of Sales Workers,minor,"24,430",4.0,,,3.59,28,19.31,"40,170",1.5,13.95,15.14,18.10,22.43,23.27,"29,010","31,480","37,640","46,660","48,410",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-1010,First-Line Supervisors of Sales Workers,broad,"24,430",4.0,,,3.59,28,19.31,"40,170",1.5,13.95,15.14,18.10,22.43,23.27,"29,010","31,480","37,640","46,660","48,410",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"24,410",4.0,,,3.58,28,19.28,"40,110",1.6,13.95,15.14,18.09,22.43,23.26,"29,010","31,480","37,630","46,650","48,380",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2000,Retail Sales Workers,minor,"192,250",1.9,,,28.23,73,13.84,"28,790",0.4,10.80,11.42,13.86,14.38,17.54,"22,460","23,760","28,830","29,900","36,490",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2010,Cashiers,broad,"180,310",1.9,,,26.48,71,13.75,"28,600",0.4,10.80,11.42,13.85,14.34,17.51,"22,460","23,740","28,820","29,830","36,420",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2011,Cashiers,detailed,"180,310",1.9,,,26.48,71,13.75,"28,600",0.4,10.80,11.42,13.85,14.34,17.51,"22,460","23,740","28,820","29,830","36,420",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,120,46.5,,,0.02,~,13.81,"28,720",3.9,13.13,13.86,13.86,14.13,14.13,"27,300","28,820","28,820","29,390","29,390",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2021,Counter and Rental Clerks,detailed,120,46.5,,,0.02,~,13.81,"28,720",3.9,13.13,13.86,13.86,14.13,14.13,"27,300","28,820","28,820","29,390","29,390",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2030,Retail Salespersons,broad,"11,820",7.7,,,1.74,15,15.22,"31,660",2.2,10.94,12.00,14.12,17.63,21.85,"22,750","24,960","29,360","36,670","45,450",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-2031,Retail Salespersons,detailed,"11,820",7.7,,,1.74,15,15.22,"31,660",2.2,10.94,12.00,14.12,17.63,21.85,"22,750","24,960","29,360","36,670","45,450",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-3000,"Sales Representatives, Services",minor,710,26.7,,,0.10,1,41.18,"85,660",11.0,23.57,29.86,38.97,48.57,62.08,"49,020","62,110","81,060","101,030","129,120",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-3090,"Miscellaneous Sales Representatives, Services",broad,700,27.2,,,0.10,1,41.15,"85,590",11.4,23.57,29.86,38.97,48.57,62.08,"49,020","62,110","81,060","101,030","129,120",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,700,27.2,,,0.10,1,41.15,"85,590",11.4,23.57,29.86,38.97,48.57,62.08,"49,020","62,110","81,060","101,030","129,120",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,740,24.1,,,0.11,1,52.34,"108,860",25.8,18.29,29.78,38.08,60.27,#,"38,040","61,930","79,200","125,360",#,,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,740,24.1,,,0.11,1,52.34,"108,860",25.8,18.29,29.78,38.08,60.27,#,"38,040","61,930","79,200","125,360",#,,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,360,47.1,,,0.05,1,*,*,*,*,*,*,*,*,*,*,*,*,*,,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,380,28.9,,,0.06,~,44.45,"92,460",7.1,29.01,38.08,38.08,51.47,65.75,"60,330","79,200","79,200","107,070","136,770",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-9000,Other Sales and Related Workers,minor,410,25.4,,,0.06,1,20.60,"42,840",16.2,10.80,14.35,14.61,23.75,40.57,"22,460","29,840","30,390","49,400","84,390",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-9090,Miscellaneous Sales and Related Workers,broad,400,26.5,,,0.06,1,20.55,"42,750",17.0,10.80,14.34,14.46,23.75,40.58,"22,460","29,840","30,090","49,400","84,400",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,41-9099,"Sales and Related Workers, All Other",detailed,400,26.5,,,0.06,1,20.55,"42,750",17.0,10.80,14.34,14.46,23.75,40.58,"22,460","29,840","30,090","49,400","84,400",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-0000,Office and Administrative Support Occupations,major,"24,490",6.5,,,3.60,21,19.54,"40,640",1.4,13.03,14.44,18.13,22.66,28.65,"27,090","30,020","37,710","47,130","59,590",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,590",14.0,,,0.23,2,31.53,"65,590",8.0,17.85,23.00,29.46,36.93,47.15,"37,120","47,840","61,270","76,820","98,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,590",14.0,,,0.23,2,31.53,"65,590",8.0,17.85,23.00,29.46,36.93,47.15,"37,120","47,840","61,270","76,820","98,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,590",14.0,,,0.23,2,31.53,"65,590",8.0,17.85,23.00,29.46,36.93,47.15,"37,120","47,840","61,270","76,820","98,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-2000,Communications Equipment Operators,minor,**,**,,,**,**,12.28,"25,530",10.2,8.59,11.20,13.74,13.81,13.81,"17,870","23,290","28,590","28,720","28,720",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-2010,"Switchboard Operators, Including Answering Service",broad,**,**,,,**,**,12.28,"25,530",10.2,8.59,11.20,13.74,13.81,13.81,"17,870","23,290","28,590","28,720","28,720",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-2011,"Switchboard Operators, Including Answering Service",detailed,**,**,,,**,**,12.28,"25,530",10.2,8.59,11.20,13.74,13.81,13.81,"17,870","23,290","28,590","28,720","28,720",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3000,Financial Clerks,minor,"6,890",8.9,,,1.01,8,20.35,"42,340",1.6,14.12,17.67,20.87,23.18,27.15,"29,380","36,750","43,400","48,210","56,470",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3010,Bill and Account Collectors,broad,320,23.2,,,0.05,~,21.29,"44,270",3.7,17.48,18.18,18.90,22.58,27.94,"36,360","37,810","39,310","46,960","58,100",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3011,Bill and Account Collectors,detailed,320,23.2,,,0.05,~,21.29,"44,270",3.7,17.48,18.18,18.90,22.58,27.94,"36,360","37,810","39,310","46,960","58,100",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3020,Billing and Posting Clerks,broad,"2,540",14.8,,,0.37,2,21.17,"44,030",3.1,15.07,17.74,21.23,23.35,28.71,"31,340","36,910","44,160","48,570","59,720",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3021,Billing and Posting Clerks,detailed,"2,540",14.8,,,0.37,2,21.17,"44,030",3.1,15.07,17.74,21.23,23.35,28.71,"31,340","36,910","44,160","48,570","59,720",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"3,740",11.7,,,0.55,6,19.65,"40,860",2.3,11.93,14.88,20.31,22.89,23.59,"24,810","30,950","42,240","47,620","49,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"3,740",11.7,,,0.55,6,19.65,"40,860",2.3,11.93,14.88,20.31,22.89,23.59,"24,810","30,950","42,240","47,620","49,070",,
99,U.S.,1,US,446110,Pharmacies and Drug Stores,5-digit,5,43-3050,Payroll and Timekeeping Clerks,broad,130,26.5,,,0.02,~,23.07,"47,990",3.7,18.45,20.72,22.85,23.36,27.18,"38,370","43,100","47,530","48,580","56,530",,
